city_id,BPS_poverty_rate,sum_price_car,avg_price_car,std_price_car,sum_sold_car,avg_sold_car,std_sold_car,sum_viewer_car,avg_viewer_car,std_viewer_car,sum_buyer_car,avg_buyer_car,std_buyer_car,sum_price_motor,avg_price_motor,std_price_motor,sum_sold_motor,avg_sold_motor,std_sold_motor,sum_viewer_motor,avg_viewer_motor,std_viewer_motor,sum_buyer_motor,avg_buyer_motor,std_buyer_motor,sum_price_rumah_sell,avg_price_rumah_sell,std_price_rumah_sell,sum_sold_rumah_sell,avg_sold_rumah_sell,std_sold_rumah_sell,sum_viewer_rumah_sell,avg_viewer_rumah_sell,std_viewer_rumah_sell,sum_buyer_rumah_sell,avg_buyer_rumah_sell,std_buyer_rumah_sell,sum_price_rumah_rent,avg_price_rumah_rent,std_price_rumah_rent,sum_sold_rumah_rent,avg_sold_rumah_rent,std_sold_rumah_rent,sum_viewer_rumah_rent,avg_viewer_rumah_rent,std_viewer_rumah_rent,sum_buyer_rumah_rent,avg_buyer_rumah_rent,std_buyer_rumah_rent,sum_price_apt_sell,avg_price_apt_sell,std_price_apt_sell,sum_sold_apt_sell,avg_sold_apt_sell,std_sold_apt_sell,sum_viewer_apt_sell,avg_viewer_apt_sell,std_viewer_apt_sell,sum_buyer_apt_sell,avg_buyer_apt_sell,std_buyer_apt_sell,sum_price_apt_rent,avg_price_apt_rent,std_price_apt_rent,sum_sold_apt_rent,avg_sold_apt_rent,std_sold_apt_rent,sum_viewer_apt_rent,avg_viewer_apt_rent,std_viewer_apt_rent,sum_buyer_apt_rent,avg_buyer_apt_rent,std_buyer_apt_rent,sum_price_land_sell,avg_price_land_sell,std_price_land_sell,sum_sold_land_sell,avg_sold_land_sell,std_sold_land_sell,sum_viewer_land_sell,avg_viewer_land_sell,std_viewer_land_sell,sum_buyer_land_sell,avg_buyer_land_sell,std_buyer_land_sell,sum_price_land_rent,avg_price_land_rent,std_price_land_rent,sum_sold_land_rent,avg_sold_land_rent,std_sold_land_rent,sum_viewer_land_rent,avg_viewer_land_rent,std_viewer_land_rent,sum_buyer_land_rent,avg_buyer_land_rent,std_buyer_land_rent
23,10.36,0.919827414,1.655624032,8.423648774,0.342082806,4.728312658,6.631610948,0.367105854,3.107150426,2.356719445,0.478919292,4.805157664,3.045649947,0.03877786,0.007967619,0.00219338,0.110197146,4.917966514,7.059574144,0.179710411,7.169432452,4.317601978,0.229484143,6.03714186,5.332085306,0.195344078,3.185010354,4.308804449,0.125994695,2.511067241,4.126317842,0.699052296,6.274334294,6.272640992,0.748143615,5.4932086,6.166991952,0.045996848,0.016466342,0.017021413,0.284857571,5.799290889,8.46960451,0.273159536,6.105880928,3.433645189,0.327053873,7.020753607,4.586724642,0.017090794,0.000872017,0.002519516,0.051428571,0.545454545,2.520782891,0.15337995,1.487946885,2.023573008,0.173136168,2.270707071,5.380650157,1.52934E-05,0.000602316,0.000220202,0,0,0,0.003076701,2.035989717,0.733381022,0.001347863,1.04,1.577438455,0.080452723,0.343521632,0.40195285,0.033052039,2.690274484,4.004904701,0.3894837,5.230708364,3.892722239,0.506899342,5.823264541,6.001981757,0.001777013,0.01243909,0.00503397,0.12987013,1.111111111,5.773502692,0.133614776,2.930555556,2.984082484,0.20661157,5.555555556,3.040903753
24,2.40,0.719128834,0.15894457,0.516171304,1.930671218,6.378389342,7.978438863,1.727363192,3.314237134,4.496148928,2.040291206,4.013441685,3.125566142,0.757371924,0.009538653,0.048166909,2.63837196,7.262562979,8.737808483,2.387092483,3.240523253,2.768402856,2.669778712,2.334171663,2.402355539,2.457046196,0.743916477,1.919713457,10,5.432713179,7.015522447,6.900795391,0.981751176,2.510210834,7.006100969,0.76057866,1.457485397,0.880897608,0.032526703,0.153417141,3.870564718,7.346929976,9.140261666,4.214624102,9.239541181,7.759450203,4.786110898,9.907357484,8.378791132,0.272084813,0.00173531,0.013671315,0.891428571,1.181818182,3.630728612,1.389369433,1.684793156,2.268311541,1.464879852,2.401515152,5.425518235,0.029807727,0.000572044,0.002899542,8.649020282,2.452002729,6.084326384,3.356563978,1.082344635,2.362143338,5.250028512,1.973920671,5.948427285,1.377962269,0.353463432,0.606261565,0.91209564,5.377219653,6.705567845,4.581546521,3.418912104,4.68553936,4.752782698,2.92917074,4.114042883,0.329674844,0.126643385,0.169941406,6.753246753,3.170731707,8.084545029,2.398733509,2.887195122,5.039878032,2.099173554,3.097560976,3.22765091
25,8.79,0.045720171,0.091864673,0.14686222,0.146102463,5.130678679,6.991063439,0.148883351,3.5109252,2.534291899,0.196101155,5.459266074,2.871682172,0.029076626,0.015194284,0.001852606,0.057340047,3.840544677,6.044556246,0.081713892,3.961994967,1.571090574,0.103482791,3.456692082,3.450195487,0.065807827,2.548063591,3.66378281,0.043868598,1.996421404,3.472140839,0.333104752,7.31638254,7.617969516,0.341235718,6.128426796,5.268089476,0.013707857,0.013891679,0.020609144,0.107446277,6.346153846,8.752096336,0.086058545,5.542155231,2.914830814,0.100580234,6.209042271,3.838886047,0.000129131,0.000905932,8.03677E-05,0,0,0,0.004980347,6.643258427,4.24994126,0.000924214,1.666666667,3.159725378,0.000132224,0.026037608,0,0,0,0,0.000784714,2.596401028,0,0.000207363,0.8,0,0.223974225,1.602183238,3.067408013,0.02883263,4.008951771,5.441481065,0.289434749,5.828485492,4.760803228,0.336766603,5.698222451,5.279155496,0.000252681,0.002274132,0.000527686,0,0,0,0.111451187,3.142857143,3.049836288,0.214876033,7.428571429,3.760541463
26,16.28,0.106546274,0.082639236,0.036956093,0.295147574,4.342211826,6.267291723,0.271357162,1.404060805,2.202066045,0.351512374,2.949503179,0.609823698,0.05539745,0.009213659,0.001892611,0.15554791,5.205130421,7.30098766,0.184840291,3.830155241,2.462441424,0.202490046,2.512267313,2.082015127,0.119480858,3.438952296,4.411460054,0.056621098,1.794131794,3.195566835,0.452678853,7.218517035,6.919526209,0.395675544,5.083960085,4.063100101,0.017327054,0.010419104,0.012487634,0.179910045,6.819747417,8.949866172,0.160266098,6.7972787,3.361291657,0.188912158,7.645802343,4.543234973,0.00540074,0.012629831,0.020653522,0,0,0,0.007023026,3.122659176,3.848248917,0.006469501,3.888888889,7.033889038,7.96532E-07,0.000156853,0,0,0,0,0.001421809,4.70437018,0,0,0,0,0.079417595,0.55252106,0.28448704,0.013361463,1.190459917,2.022579131,0.323998571,6.92208539,5.663064925,0.328128759,5.762704319,5.003437525,0.001639615,0.008607978,0.003418163,0.12987013,0.833333333,5,0.179313984,2.949652778,3.518781998,0.078512397,1.583333333,0.980823524
27,11.40,0.180264476,10,10,0,0,0,0,2.683901665,3.047835454,0,6.837451886,6.143937706,0.05693723,0.486775971,0.425174719,0,0,0,0.002915222,6.353006071,10,0.010945017,6.670835162,4.971870263,0.01654815,10,5.285623181,0.005101,5.23665401,6.906323197,0,0.676894744,0.885385803,0,0.876198713,0.022669285,0.582504788,10,10,0.004997501,3.905325444,7.568230078,0,0,0,0,0,0,0.002253154,0.000771085,0.000196154,0,0,0,0.004180122,0.271992327,0.31355074,0.008009858,0.704607046,1.279422083,0.001947864,0.054796194,0.03110469,0.003437607,1.428571429,5.345224838,0.000932334,0.440690415,0.204931429,0.000414727,0.228571429,0.199851955,0,0.151227612,0.054245557,0,3.764743906,5.35554091,0,0.285001255,0,0,0.948890326,0.701426754,0.000694841,0.014591657,0.002201084,0,0,0,0.005699208,0.375,0.500684795,0.004132231,0.333333333,0.41065806
28,3.64,2.5575835,0.269510851,0.371110096,4.789894947,5.929527807,7.642816405,4.545236817,3.30808782,7.747846964,4.920809145,3.23701204,4.830259388,2.796740683,0.034923792,0.315853744,6.488495501,8.377878717,9.33209087,6.227312323,5.24729421,7.545769471,5.940904853,2.470716804,4.128658867,2.215642093,4.173807127,4.572652619,0.650377474,1.021229949,2.01934928,2.401077585,2.089235771,4.41587442,2.533187101,1.772306874,2.659818848,1.545319031,0.050240555,0.303171209,2.528735632,4.055767409,7.384637867,3.367814542,5.871960866,7.530934925,3.797216031,6.31566812,7.973247194,3.934135544,0.004898025,0.089443407,2.737142857,0.708370305,2.853047179,5.646744927,1.336674875,2.497293262,5.761244609,1.843734595,5.951907173,10,0.23401074,4.574036678,2.949467171,1.019607843,4.279618329,4.557619379,1.792025808,2.079821044,3.561467719,1.632798574,3.038956168,2.702541024,2.206102033,1.606996103,0.096343179,0.278142805,0.509558127,0.707983424,0.809877533,1.158188965,0.952568392,1.213619047,0.681863761,0.046630259,0.022597741,0.011649404,1.688311688,1,5.216253668,1.612348285,2.448237179,3.911514705,1.876033058,3.492307692,3.677568356
29,4.16,3.034851331,0.434075692,0.412889496,3.930200394,5.601225389,7.383391256,3.852627763,3.213208711,9.012279438,3.312979485,1.470792064,2.882059975,0.813325202,0.019903918,0.043752227,2.281716865,7.547062903,8.900684413,2.509248543,5.868897795,6.782754233,2.643651547,3.570195987,5.20385295,1.804673253,8.05153005,5.432298474,0.431034483,2.114863565,3.626235012,1.224261423,2.557704942,4.287368249,1.235982738,2.062944256,2.623068528,0.834535001,0.07188722,0.321999438,1.164417791,4.832202112,7.913477595,1.753441007,8.305363638,7.597948328,1.848870274,8.21660048,9.474408878,3.186779876,0.002505852,0.024619001,3.908571429,0.638870208,2.71532392,4.499590938,0.672716917,1.524404275,4.913431916,0.993113154,4.063111306,1.704631825,0.017772868,0.279011105,1.84255758,0.283793085,2.348420039,4.258021759,0.745942279,1.183035873,3.220665844,0.657870493,1.465200986,7.740374476,10,5.370327487,0.134317862,2.687889745,3.996497327,0.400912282,0.576633051,1.063247997,0.518598701,0.890743948,0.369352994,10,10,10,0.649350649,0.793650794,4.719473011,0.516411609,1.618055556,2.91035433,0.541322314,2.079365079,2.061097514
30,3.41,10,0.62131145,1.647538906,8.993173057,4.964139063,6.843700824,9.861552098,3.415495174,9.344639995,9.146075268,2.123089549,3.899077747,4.242747272,0.046394013,0.326504242,7.1142318,6.990242619,8.574289061,8.818582794,6.547108067,9.689525502,7.808977298,2.652806729,5.105140575,10,5.445741869,5.535762725,2.929504183,1.60681396,2.927884119,5.463679724,1.150540864,3.361040476,5.339606497,0.847486412,1.683977281,6.884875162,0.15201919,1.301367588,5.304847576,5.479566697,8.291851364,7.147668217,8.438862764,9.559435615,7.860724716,8.74875904,10,10,0.005301003,0.077293548,6.531428571,0.719709849,2.874697057,10,1.007891997,1.961148809,10,1.362600275,4.541289575,3.898088149,0.020271256,0.437981725,10,0.768215069,3.766213904,10,0.873774623,1.489398843,10,1.018818496,2.393867296,10,3.683970281,5.617463198,0.394514768,1.961353698,3.092148983,2.140689813,1.464403553,1.925497729,2.808611603,1.856487015,1.559301426,6.671006885,2.235496988,5.583334747,3.246753247,1.329787234,5.896912803,3.594300792,3.77393617,6.423548003,4.70661157,6.058510638,10
31,3.24,4.801256483,0.244956375,1.340391229,9.470470529,5.879531023,7.604062811,10,4.289580723,10,10,3.397703353,5.281136808,7.715114856,0.082413696,1.553665685,10,8.249388668,9.269507465,9.730853994,5.243606016,7.34203948,8.713360832,2.046222549,3.473825078,4.52502649,3.085399397,4.149894718,3.172311773,2.677445304,4.324691726,7.390912649,2.452342277,5.814312796,6.644811262,1.697870922,3.408538136,4.821384503,0.130882256,2.183013839,5.114942529,6.523830219,8.807104939,6.732985643,10,10,6.646989318,9.178711198,9.202964235,4.946903255,0.001841241,0.075603122,10,0.77369268,2.975492356,6.232730673,0.441074125,1.515736803,6.895255699,0.659687222,2.985760688,0.968267183,0.008986295,0.007930947,3.733241664,0.511829579,3.116586324,4.787742611,0.74659775,1.496694826,3.352445334,0.609557923,1.721153354,4.983923229,1.769293534,3.657782142,0.723628692,5.001724629,6.373274507,3.106177096,2.55967367,3.877185992,3.474053664,2.447387332,3.056768308,4.265057371,0.904709139,2.666136083,10,2.592592593,7.6031446,4.506912929,2.995440516,4.920454248,5.41322314,4.410774411,4.890973542
32,5.91,5.423929155,0.615630888,1.802500809,5.482594238,5.753773605,7.505439154,4.16432477,1.263059745,6.610680592,3.512184336,0,0.783107273,1.112389458,0.044631674,0.20353622,2.097186167,7.78109029,9.028768952,2.26003406,5.951828977,6.385631638,2.340561259,3.484889889,5.443797311,1.633605146,6.80025814,6.760580127,0.344317486,1.323700641,2.504838145,1.08176959,2.022425254,3.785235373,1.220644218,1.872013234,2.769845588,1.236486916,0.12765484,0.446367748,0.67966017,3.298908449,6.778276112,0.923297987,4.684405275,5.807759514,0.989086997,4.773354335,6.263589119,1.85521849,0.002128628,0.016054776,2.148571429,0.5124431,2.441461471,4.413156119,0.962741907,1.697870084,4.478434997,1.320813004,4.082931514,0.948487667,0.00993702,0.025424551,3.612925404,0.559161524,3.249379786,4.128497319,0.726753108,1.052464449,3.034038715,0.622749521,1.282383116,2.317243922,3.804169424,6.223608067,0.05625879,0.650400294,1.161351006,0.377729445,0.931652836,0.999205515,0.555664895,1.553613379,1.282767771,6.086180032,3.583451794,6.659591607,0.12987013,0.093457944,1.674436717,0.984379947,1.816004673,2.968566648,1.404958678,3.177570093,2.846486157
33,18.37,0.043206364,0.014140602,0.021752805,0.106818115,1.867811345,3.333835213,0.232026396,4.436579599,3.513801761,0.327162352,7.147301393,5.596588989,0.015671875,0.011189709,0.006315227,0.03106788,3.080900299,5.208986898,0.059170548,5.814887052,3.124014875,0.068332308,3.996796309,3.917635797,0.001945384,0.259678428,0.011571509,0.017343399,4.914130167,6.596369645,0.074820539,8.09415476,6.329952314,0.079209285,7.109899146,5.482595991,0.002570019,0.017469663,0.011429709,0.004997501,1.75066313,5.197136822,0.006209782,2.195508911,0.491847973,0.008453735,3.005193931,0.823887645,0.000205198,0.000959724,0.000377571,0,0,0,0.005011935,4.456928839,5.245669249,0.003080715,3.703703704,5.230983089,0.000191168,0.037644734,0,0,0,0,5.43861E-05,0.179948586,0,0,0,0,0.006279349,0.1030124,0.039810254,0.009845288,4.546240304,5.988708763,0.124489384,7.481191144,5.829706543,0.154059787,7.821579616,6.251484856,5.28655E-05,0.001110175,0.000189417,0,0,0,0.066596306,4.381944444,0.518835513,0.074380165,6,1.881871643
34,17.52,0.209829671,0.116221762,0.14378322,0.606921108,5.687922304,7.453438881,0.746843311,5.834793094,4.772834715,0.839316494,5.943973913,3.649038833,0.079697062,0.01374591,0.012766968,0.194747652,5.179888376,7.279993616,0.377365602,10,3.70435633,0.40129563,6.187208491,5.957018868,0.132202027,1.225665513,1.363801841,0.229544991,3.052132788,4.755347615,1.016895576,5.747365898,7.525843121,0.975386841,4.451425819,5.392045937,0.033159591,0.008293288,0.010783011,0.3998001,6.814661848,8.938546594,0.369374898,7.053422021,4.514665011,0.486089763,8.967966705,5.950255087,0.000697275,0.000489181,0.000567265,0,0,0,0.027544584,3.674157303,6.343917684,0.017252002,3.111111111,8.892518054,0.000164403,0.00462488,0.001438701,0.006875215,2.857142857,6.900655593,0.007505285,3.547557841,1.980426814,0.003525179,1.942857143,1.454944192,0.121604313,0.201957066,0.208227077,0.100562588,3.993590175,5.417360665,1.543231959,9.876622305,7.400310441,1.599204006,8.360623873,7.402794909,0.016519912,0.031538014,0.031932693,0.12987013,0.303030303,3.015113446,0.594511873,3.556186869,3.228195614,0.640495868,4.696969697,3.168418124
35,11.27,0.014137387,0.028577617,0.037489174,0.068710826,4.532338499,6.451411027,0.088905269,5.363735349,4.106635011,0.106076227,6.63348066,4.606515332,0.008289836,0.002532976,0.000506099,0.031172135,4.152426543,6.359174277,0.044683167,5.791219656,1.807622884,0.056921315,4.579076485,4.653443061,0.015095025,2.733959584,2.279395555,0.0117323,2.954418122,4.658517595,0.067020993,6.887197015,4.736229355,0.072586435,6.197003625,3.294494238,0.00230521,0.007412196,0.00176529,0.032483758,6.734693878,8.989790127,0.017309273,3.820189593,1.767879739,0.024928912,5.470799944,2.659553119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017615311,0.10431565,0.089959628,0.011251758,1.229694419,2.082797816,0.207357883,4.964442485,3.486884278,0.254652409,5.202410981,3.175554905,1.50483E-05,0.000474023,9.20242E-05,0,0,0,0.028918206,2.854166667,1.749362328,0.024793388,3,2.01180541
36,13.52,0.019221978,0.032536481,0.000759201,0.089750758,4.898988964,6.787962962,0.107530648,5.000692795,3.879322754,0.127939741,6.151479978,3.339990381,0.008589901,0.011269527,0.001949184,0.02679344,4.686478954,6.859712209,0.03442632,6.381642579,1.973293734,0.035529766,3.529898108,2.790126133,0.003496462,0.514196448,0.077603675,0.010202,2.415225924,4.020065776,0.064845009,6.500802771,4.372141076,0.062360755,5.184274746,2.537949552,0.002117065,0.010863881,0.002854113,0.014992504,4.351648352,7.706309171,0.009726681,2.948228517,0.911285969,0.013353059,4.025700312,1.362029892,9.03163E-05,0.000316812,0.000314021,0,0,0,0.002442792,1.629213483,1.524526515,0.001232286,1.111111111,1.719936645,2.81972E-06,0.00027763,0,0,0,0,4.66167E-05,0.077120823,0.08373678,0,0,0,0.035469491,0.284321715,0.303624852,0.014064698,2.086324707,3.267216341,0.251235925,6.638738477,4.761860308,0.283080758,6.245710211,4.462076346,0.001626529,0.011385706,0.002923455,0,0,0,0.103957784,2.280092593,1.706638179,0.05785124,1.555555556,0.627290548
37,12.45,0.075881611,0.031600275,0.036871018,0.438307389,8.075261273,9.066974012,0.408784157,5.94345411,5.718054674,0.502629927,7.123154177,5.683174521,0.087234062,0.017666449,0.023831193,0.262096144,7.44104542,8.841678123,0.305981659,6.97029621,2.440180513,0.340700691,4.687677371,4.371768617,0.185578474,5.744924348,9.85374099,0.117322995,5.041956965,6.692071148,0.354084343,5.824287274,7.262131361,0.336997094,4.488438999,4.86950133,0.026102799,0.031642183,0.059851535,0.087456272,5.417448405,8.282442628,0.070838976,4.645951377,3.179150496,0.088908315,5.693128567,3.975398446,0.000603089,0.002820694,0.002950151,0,0,0,0.001495157,1.329588015,1.138703642,0.000308071,0.37037037,0.859968322,0.000114701,0.01129342,0.001507119,0,0,0,0.000714789,1.18251928,0.16747356,0.000414727,0.8,0.528758571,0.134936646,0.124731325,0.279915336,0.147679325,3.691083293,5.106909004,1.517320992,5.913392675,5.849832153,1.505609132,4.777844037,4.493484984,0.002636757,0.006644628,0.001577253,0.38961039,1.2,5.744562647,0.30005277,2.369166667,2.854412392,0.347107438,3.36,2.821911193
38,19.79,0.015920181,0.041693771,0.020103212,0.059882883,3.663895349,5.576302208,0.086499578,4.922842399,3.627362865,0.112634394,7.047071998,5.415860044,0.013930417,0.00657995,0.003281658,0.040555052,4.132645269,6.339021514,0.06606601,6.525707311,2.539581063,0.083608374,5.209597963,4.950381192,0.021580654,3.488288598,3.402332048,0.0025505,0.041008867,0.102072144,0.060039978,5.39018568,4.874135777,0.077566818,5.817908959,4.479991542,0.000872635,0.003139076,0.000832274,0.022488756,6.719457014,9.024852564,0.012790371,4.254375672,2.085441136,0.017003535,5.481337861,2.415724339,0.000132385,0.001857531,0,0,0,0,0.001347747,3.595505618,0,0.001540357,5.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029269665,0.348290107,0.243449741,0.009142053,2.014395669,3.179500387,0.155849095,5.741961723,4.367825396,0.193531457,6.06907308,4.832543785,8.59116E-05,0.001082487,0.000164785,0,0,0,0.107757256,4.254166667,5.585897274,0.090909091,4.4,3.358871657
39,14.39,0.050732344,0.075120278,0.072997759,0.137863049,3.760588288,5.678073791,0.226437156,6.000545253,6.342257551,0.28974928,7.748430299,9.255965728,0.047729931,0.027662813,0.025187138,0.087678145,5.116893462,7.228601752,0.148406039,8.347056788,3.475301983,0.157597413,5.092649212,4.876899561,0.080862882,7.009882504,8.349575808,0.023464599,2.492475204,4.108519028,0.204952599,9.752942706,9.071144163,0.203056578,7.926727975,5.887443046,0.019819882,0.029457455,0.066880507,0.092453773,7.061885483,9.065024404,0.056326413,4.555744941,2.480141362,0.07449854,5.930918662,3.117219777,0.000257416,0.000902966,0.00016984,0.005714286,4.166666667,7.071067812,0.004474942,2.984550562,1.890969271,0.002772643,2.5,3.302771012,3.26578E-05,0.003215488,0.00018839,0,0,0,0.002493992,4.12596401,0.516376811,0.002488362,4.8,1.057517143,0.28835548,2.403240377,3.172876669,0.017580872,2.442639898,3.712695514,0.388226105,9.553804383,6.76610532,0.453541516,9.256825478,7.492331574,0.006009857,0.075724196,0.030209041,0,0,0,0.076411609,3.016666667,3.293457929,0.066115702,3.2,2.727091097
40,14.44,0.045390128,0.050528094,0.022058615,0.198922991,6.088487227,7.765393868,0.281568864,8.592138594,5.465279144,0.349278957,10,6.934333726,0.03775707,0.012676043,0.019167774,0.138241641,7.725317611,9.000281641,0.159041773,7.71548659,2.674551681,0.186112254,5.566393199,5.651560383,0.010648512,0.384974339,0.448458521,0.062742297,4.760088929,6.449312596,0.199685802,5.842177394,5.603614499,0.203453949,4.868001726,4.588909812,0.005588595,0.009352075,0.016604598,0.069965017,7.403846154,9.208339821,0.045515328,5.264561451,3.313466078,0.064123501,7.281777506,4.405561859,0.000635837,0.002230393,0.000903049,0,0,0,0.002484909,1.657303371,2.358536883,0.001848429,1.666666667,3.545740228,0.000239036,0.015690356,0.00659121,0,0,0,6.9925E-05,0.077120823,0.034185397,0.000207363,0.266666667,0.431729566,0.182005611,0.539158138,0.776540159,0.074542897,4.666226461,6.070620043,0.480321143,4.033402888,4.016465049,0.594589866,4.292184783,4.151032047,0.003240143,0.020412904,0.006171959,0,0,0,0.1623219,3.204166667,4.284545721,0.140495868,3.4,2.229183686
41,13.68,0.057660545,0.075747143,0.140677662,0.184945414,4.842940911,6.736420292,0.236687217,5.184450812,6.733097666,0.276513063,5.905336849,3.69417402,0.091463934,0.098373502,0.168671146,0.074542062,5.497020481,7.536562468,0.11344231,7.95984373,2.604126831,0.111115406,4.186777855,3.458826673,0.004581138,0.5440489,0.148513594,0.043868598,10,10,0.081963404,6.706614995,6.487666498,0.064956912,4.355560504,2.986938908,0.002386094,0.010856694,0.007360624,0.022488756,5.857988166,8.602071843,0.011771887,3.220313759,2.024813863,0.020077621,5.611972,4.002100943,0.037472449,0.175261443,0.208670457,0.005714286,5.555555556,8.164965809,0.002495438,2.219101124,1.806400877,0.001848429,2.222222222,2.979017655,0,0,0,0,0,0,0,0,0,0,0,0,0.057282794,0.317179273,0.296520202,0.014064698,0.874305299,1.532673588,0.395456024,7.268584907,5.837010468,0.408384176,6.17375527,5.079365752,0.000536506,0.006759977,0.001245739,0.12987013,2,7.745966692,0.061108179,2.4125,1.239507855,0.049586777,2.4,1.637490967
42,8.50,0.094400826,0.055731218,0.007338838,0.422269959,6.947093207,8.374162062,0.405361994,4.889911757,3.588001332,0.509077088,6.285195578,4.384477914,0.030351487,0.017503708,0.008465591,0.077461191,5.681140166,7.678849615,0.11740785,8.260842919,3.380302466,0.119242894,4.648627041,3.574251184,0.003721672,0.288211012,0.027271179,0.026015099,4.409820159,6.138646051,0.103709898,6.860275101,6.124243232,0.110840016,6.05593749,5.346079146,0.005380511,0.010221912,0.004647755,0.032483758,3.793103448,7.226432813,0.033059507,4.041327746,1.692778542,0.045823086,5.57471753,2.572009743,0.00016254,0.000760212,0.000214295,0.005714286,5.555555556,8.164965809,0.002748141,2.443820225,2.534332398,0.000616143,0.740740741,0.859968322,1.46562E-06,0.000144305,2.58363E-05,0.003437607,5,10,0.002641612,4.370179949,0.16747356,0.000933136,1.8,0.264379286,0.059021344,0.317918926,0.221392665,0.0302391,3.442124174,4.852099714,0.308604305,5.275308762,3.991514531,0.404666623,5.925020673,4.107326334,0.000140669,0.001772433,0.000334349,0,0,0,0.090765172,3.583333333,2.40850404,0.082644628,4,2.463948358
43,12.46,0.113694282,0.048873166,0.165804614,0.635759056,8.886767097,9.496318232,0.543334885,5.774069312,3.51836325,0.661251406,6.801536535,5.1532499,0.104628624,0.010864722,0.020667902,0.442560911,9.178359791,9.689833476,0.384374425,5.377739546,2.242088613,0.42850646,3.673459219,3.029079804,0.028143587,0.255879771,0.026763596,0.221893491,5.286744211,6.896922746,0.551324412,4.916580886,5.67028459,0.51446298,3.684799775,4.297494278,0.035455651,0.01480069,0.018341407,0.327336332,7.936478796,9.353669583,0.18587156,4.744975212,3.093154157,0.265476099,6.759785833,5.240860433,0.00100841,0.002829845,0.002207547,0,0,0,0.010329219,5.511235955,6.18454151,0.008009858,5.777777778,9.145632718,1.35012E-05,0.000531732,0.000226133,0,0,0,0.012143645,8.035989717,2.496220743,0.00891663,6.88,5.169950282,0.271675198,0.186439856,0.487693705,0.473980309,9.695440575,9.821090829,1.995272244,4.948631681,4.807850891,2.006494784,4.063917082,4.920870789,0.010821165,0.016627644,0.008733529,1.558441558,2.926829268,7.978629994,0.699419525,3.367378049,5.073442081,0.628099174,3.707317073,4.772061968
44,20.44,0.049488689,0.080655529,0.15317542,0.152134891,4.617610707,6.529943502,0.206498454,5.50850058,4.276293442,0.232359776,5.87151921,3.97120838,0.040074118,0.007508821,0.001922006,0.14157779,6.31811703,8.138811341,0.177235392,6.397335477,1.683146904,0.174470079,3.335115235,2.838340702,0.00342319,0.345310491,0.009225379,0.022444399,4.582917644,6.298671861,0.11390703,9.076055927,10,0.151212909,10,10,0.005274025,0.011788358,0.004259209,0.049975012,6.593406593,8.8949918,0.034931671,5.032975175,2.920553748,0.042412773,5.887718246,3.781417734,0.001143428,0.00267395,0.002610721,0,0,0,0.002642848,1.175093633,1.024657381,0.000308071,0.185185185,0.608089432,0,0,0,0,0,0,0,0,0,0,0,0,0.288522055,2.843545186,5.714296104,0.024613221,4.999998764,6.389133026,0.313504416,9.052390976,8.35555348,0.377441011,9.079411907,10,0.000210023,0.002205236,0.000411851,0,0,0,0.091292876,3.003472222,1.325069373,0.074380165,3,1.349560096
45,11.62,0.04252542,0.036922706,0.015244855,0.158902981,4.447974642,6.369724253,0.313191776,10,6.726058777,0.350477809,9.891284701,10,0.037802946,0.015371028,0.024213086,0.120518354,7.111159024,8.649516348,0.162960961,9.051862264,2.814160382,0.163716509,5.039432595,4.078510638,0.015582738,0.175115071,0.183451729,0.116302795,3.944238776,5.687878509,0.26312231,3.369767937,3.663797086,0.245045446,2.499916555,2.303171747,0.004644708,0.002783178,0.002800099,0.109945027,7.159763314,9.098137299,0.071506429,4.998467659,2.782811592,0.080310483,5.364385,2.925087811,0.000298382,0.000523333,0.000113107,0,0,0,0.019342278,6.450140449,10,0.010166359,4.583333333,9.333868597,3.98266E-05,0.007842653,0,0,0,0,0.000101003,0.334190231,0,0,0,0,0.373170159,0.758988094,2.736817325,0.112517581,4.646336864,6.050074193,0.726919999,4.064124921,2.771733107,0.82977979,3.917114245,2.759006098,0.000336919,0.003032274,0.001109393,0,0,0,0.116411609,3.282738095,4.87458385,0.157024793,5.428571429,5.027117948
46,14.89,0.185589678,0.04283007,0.046222979,0.674749139,5.060069964,6.928460773,0.827594053,4.795945724,5.021700579,0.920336709,4.874192311,3.831162604,0.157334654,0.008346072,0.012201005,0.735516425,9.625613568,9.865515609,0.715022442,7.232702041,2.608588016,0.782041358,4.731379712,4.474357806,0.022142557,0.423322939,0.181062322,0.131605795,5.274597991,6.887893658,0.518079605,8.075639621,9.410446959,0.465665822,5.87338565,6.034195763,0.020413612,0.007982469,0.007241154,0.287356322,7.722832723,9.284435522,0.192130782,5.600170014,3.847172136,0.21811597,6.073920039,5.203973544,0.000199167,0.000698638,0.000157862,0,0,0,0.008497125,5.667134831,3.101496181,0.004621072,4.166666667,6.126331277,3.31357E-05,0.002175029,0.000280858,0,0,0,0.003154395,3.479005998,1.430395533,0.001140499,1.466666667,1.142249064,0.200370178,0.221233805,0.502912222,0.249648383,7.510980076,8.38992323,1.91713601,7.810443991,7.554599156,1.954121017,6.498150563,6.460556504,0.002350304,0.014806914,0.004263957,0.12987013,1,5.477225575,0.229868074,4.5375,5.860353766,0.136363636,3.3,2.275356959
